Status,Internal ID,Language,Created At,Updated At,Location,Username,GET Variables,Referrer,Number of Saves,Weighted Score,Completion Time,IP Address,Invite Code,Invite Email,Invite Name,Collector,Select which of the five participant groups you belong to:,percent_fundemental_research_current,percent_Use-inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use-inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,How do you view this change in the level of your research's partnerships with the for-profit or non-governmental sectors?,"Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Fundamental Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Use-inspired Research (definition below)","Please estimate how many external research grant applications, both successful and unsuccessful, you have been involved in. This includes applications to national and international funding bodies, for-profit sector, non-governmental sector, institutes, etc. where you were listed as a principal/chief investigator or equivalent.2011-2015 | Applied Research (definition below)",2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Fundamental Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Use-inspired Research (definition below),Please estimate the percentage of your research grant applications that were successful (received funding):2011-2015 | Applied Research (definition below)     ,2006-2010 | Fundamental Research (definition below),2006-2010 | Use-inspired Research (definition below),2006-2010 | Applied Research (definition below),"Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2011-2015","Given the two time periods below, how important do you think suggesting practical applications of your research was to successfully obtain grant funding? | 2006-2010","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2011-2015","Based on your grant applications, how important do you think it is for grant success to include  partners from for-profit or non-governmental sectors  in grant applications? | 2006-2010",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Internal/Institutional,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Government,Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | For-profit sector (e.g. Industry),"Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",Please estimate the distribution of your research funding sources:Total must add up to 100%2011-2015 | Other (please specify type of source below),Other funding source type:,2006-2010 | Internal/Institutional,2006-2010 | Government,2006-2010 | For-profit sector (eg. industry),"2006-2010 | Non-governmental sector (e.g. Foundation, NGO, Philanthropist)",2006-2010 | Other (please specify type of source below),Other funding source type:,"In general, do you think that grant success rates within each category of research have changed over the past ten years? | Fundamental Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Use-inspired Research (definition below)","In general, do you think that grant success rates within each category of research have changed over the past ten years? | Applied Research (definition below)","In your opinion, how important is fundamental research to the government in your country of work?","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Fundamental Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Use-inspired Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [Applied Research]","In the past 10 years, have any type(s) of research become a higher priority for the government in your country of work? Check all that apply. [No Change Observed]",Comments:,Do you think the availability of research funding will change in your country of work in the next 5 years? | Fundamental Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Use-inspired Research (definition below),Do you think the availability of research funding will change in your country of work in the next 5 years? | Applied Research (definition below),Do you think changes in funding availability in your country of work will influence the likelihood of the next generation to pursue careers in research? | ,Comments:,What is your field of research?,In what year did you complete your PhD (if applicable)?,What is your country of work?,What is your gender?,Do you have any final comments?
Incomplete,66594039,English,5/10/16 18:54,5/10/16 18:54,,fungroupgya,TEST_DATA=,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&_previewpage=24&TEST_DATA,,3,,24.69.130.241,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,66608331,English,5/10/16 22:04,5/10/16 22:04,British Columbia,fungroupgya,TEST_DATA=&_cb=Ja6uSX3XOM,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=Ja6uSX3XOM,,3,0:00:31,142.104.200.138,,,,,Non-academic researcher conducting or managing research in industry or government with &gt;10 years of experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,66608593,English,5/10/16 22:09,5/10/16 22:17,British Columbia,fungroupgya,lang=en&_previewpage=1&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?__cache_key__=dbd4d6f87cca40eef0e7bea087ef67a1&h=f77ad85e99314aef8450dfb306bfb0c4&k=465ce37345c7ebd40bf7952b1cfbbdd0b5a8c0fa&s=eyJwYWdlcGF0aCI6IFswXSwgInJhbmRvbV9zZWVkIjogImFjMzYxMTk4YjYyYjNmOWVlNDdlMzUwMTU3ZWY0MTU5NzAzMzBjYWUifQ%3D%3D&p=0&TEST_DATA=&preview=1,,9,0:07:54,142.104.200.138,,,,,Non-academic researcher conducting or managing research in industry or government with &lt;10 years of experience,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,66609031,English,5/10/16 22:17,5/10/16 22:25,British Columbia,fungroupgya,lang=en&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&TEST_DATA,,45,0:07:15,142.104.200.138,,,,,Non-academic researcher conducting or managing research in industry or government with &lt;10 years of experience,0%,0%,,,,,20%,,,,1,,,,Strong partnership,Yes,Strong partnership,1,,,,,,,3-Jan,9-Jul,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,66609535,English,5/10/16 22:27,5/10/16 22:30,British Columbia,fungroupgya,lang=en&_previewpage=11&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&_previewpage=11&TEST_DATA,,32,0:03:14,142.104.200.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will stay the same,Will stay the same,Will increase slightly,,,Social Science / Humanities,,,Female,
Incomplete,66612973,English,5/10/16 23:37,5/10/16 23:38,British Columbia,fungroupgya,lang=en&_previewpage=11&TEST_DATA=&preview=1,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?preview=1&lang=en&_previewpage=11&TEST_DATA,,3,0:00:12,134.87.165.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No need for applications for this research type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,66628446,English,5/11/16 6:58,5/11/16 9:43,Australia,fungroupgya,TEST_DATA=&_cb=A2fnbesT1m,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=A2fnbesT1m,,79,2:45:06,124.169.121.107,,,,,Senior academic researcher with &gt;10 years of experience applying for research grants,,,0%,Yes,,0%,0%,,,1,,,,,Some partnership,Yes,No partnership,,1,,1,,,,6-Apr,6-Apr,,3-Jan,0,,,,,,,,Very important,Quite important,Somewhat important,Somewhat important,,,,,,,,,,,,,Increased,Decreased,Can't comment,,,,,,,Will decrease slightly,Will increase slightly,Will stay the same,,,Engineering,,,Female,
Complete,66628916,English,5/11/16 7:11,5/11/16 7:52,Israel,fungroupgya,TEST_DATA=&_cb=nqPsATH81B,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=nqPsATH81B,,74,0:39:18,84.108.5.31,,,,,Early career academic researcher with &lt;10 years experience applying for research grants since completion of PhD,,0%,0%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,3-Jan,,3-Jan,3-Jan,,,No need for applications for this research type,,,,,Very important,Mandatory,Somewhat important,Quite important,,,,,,,,,,,,,Increased,Stayed the same,Decreased,,,,,,,Will decrease slightly,Will stay the same,Will increase slightly,,,Medicine and Life Science,,,Male,
Complete,66656334,English,5/11/16 13:12,5/11/16 13:16,Ontario,fungroupgya,TEST_DATA=&_cb=ciqUhL5QRe,http://uottawa.fluidsurveys.com/surveys/fungroupgya/gya-survey/?TEST_DATA=&_cb=ciqUhL5QRe,,86,0:04:31,108.162.142.136,,,,,Senior academic researcher with &gt;10 years of experience applying for research grants,,,0%,No,,,,,,,,,,,Strong partnership,Yes,Some partnership,1,,1,1,,,,9-Jul,9-Jul,,6-Apr,6-Apr,,,,,,,,Quite important,Very important,Not very important,Quite important,,,,,,,,,,,,,Increased,Stayed the same,Decreased,,,,,,,Will increase considerably,Will increase slightly,Will stay the same,,,Engineering,,,Male,Very useful survey!
Incomplete,66703071,English,5/11/16 19:34,5/11/16 19:34,British Columbia,fungroupgya,TEST_DATA=&_cb=Th6RVBPT9E,,,,,142.104.200.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
